TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Stagecoach Mary Fields,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Name,"has_Name(Mary Fields, ""Mary Fields"")",27,29,0.404040404040404,0.0,14,23,0.4166666666666667,0.0
Stagecoach Mary Fields,instance of,Person,2. has_Surname,"has_Surname(Mary Fields, ""Fields"")",24,25,0.47056277056277057,0.0,15,21,0.511437908496732,0.0
Stagecoach Mary Fields,instance of,Person,3. has_First_Name,"has_First_Name(Mary Fields, ""Mary"")",36,37,0.3719548425430778,0.0,15,25,0.4174603174603175,0.0
Stagecoach Mary Fields,instance of,Person,4. has_Alternate_Name,"has_Alternate_Name(Mary Fields, ""Stagecoach Mary""), has_Alternate_Name(Mary Fields, ""Black Mary"").",25,32,0.49927849927849927,0.0,10,15,0.49478458049886626,0.0
Stagecoach Mary Fields,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Sex,"has_Sex(Mary Fields, ""Female"").",19,20,0.41313131313131307,0.0,16,12,0.4211469534050179,0.0
Stagecoach Mary Fields,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Occupation,"has_Occupation(Mary Fields, ""Star Route Postwoman, Chambermaid, Caregiver, Tavern Owner, Star Route Carrier"").",21,22,0.5162210338680927,0.0,9,12,0.5181818181818182,0.0
Stagecoach Mary Fields,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Age,"has_Age(Mary Fields, 82)",19,30,0.41313131313131307,0.0,20,14,0.4305555555555555,0.0
Stagecoach Mary Fields,instance of,Person,2. has_BirthDate,"has_BirthDate(Mary Fields, ""1832"")",30,31,0.37121212121212127,0.0,15,11,0.41830065359477125,0.0
Stagecoach Mary Fields,instance of,Person,3. has_DeathDate,"has_DeathDate(Mary Fields, ""December 5, 1914"").",30,31,0.45568181818181824,0.0,11,13,0.41016548463356967,0.0
Stagecoach Mary Fields,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Race_or_Color,"has_Race_or_Color(Mary Fields, ""Black"").",32,33,0.5040404040404041,0.0,13,15,0.4222222222222222,0.0
Stagecoach Mary Fields,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,instance of,Person,1. has_Person_Status,"has_Person_Status(Mary Fields, ""Enslaved Person, Chambermaid, Caregiver, Tavern Owner, Star Route Carrier"")",19,27,0.5040404040404041,0.0,11,100,0.5742471443406023,0.2097553962782169
Stagecoach Mary Fields,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Birth""), has_Status_Generating_Event(Chambermaid, ""Emancipation""), has_Status_Generating_Event(Caregiver, ""Moved to Montana to care for a sick friend""), has_Status_Generating_Event(Tavern Owner, ""Barred from the convent""), has_Status_Generating_Event(Star Route Carrier, ""Secured a job as a Star Route Carrier"")",24,25,0.4707070707070707,0.0,3,100,0.561157796451914,0.09072361112565605
Stagecoach Mary Fields,instance of,Person,3. recorded_At,"recorded_At(Enslaved Person, ""Birth""), recorded_At(Chambermaid, ""Emancipation""), recorded_At(Caregiver, ""Moved to Montana to care for a sick friend""), recorded_At(Tavern Owner, ""Barred from the convent""), recorded_At(Star Route Carrier, ""Secured a job as a Star Route Carrier"").",16,17,0.46645021645021645,0.0,4,100,0.5627498001598722,0.09072361112565605
Stagecoach Mary Fields,hasSex,Female,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Stagecoach Mary Fields,hasSex,Female,1. has_Name,"has_Name(Mary Fields, ""Mary Fields"")",47,50,0.5909090909090909,0.0,19,31,0.5555555555555556,0.0
Stagecoach Mary Fields,hasSex,Female,2. has_Surname,"has_Surname(Mary Fields, ""Fields"")",50,53,0.6507936507936508,0.0,20,28,0.526797385620915,0.0
