TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
William Henry Singleton,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasNameVariant,"hasNameVariant(William Henry Singleton, ""William Henry Singleton"")",21,22,0.4496434937611408,0.0,11,23,0.503030303030303,0.0
William Henry Singleton,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(William Henry Singleton, ""William Henry Singleton"")",16,17,0.4822843822843823,0.0,12,23,0.5666666666666668,0.0
William Henry Singleton,instance of,Person,3. fullNameAsString,"string): fullNameAsString(William Henry Singleton, ""William Henry Singleton"")",20,28,0.35805422647527907,0.0,10,19,0.4895382395382395,0.0
William Henry Singleton,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(William Henry Singleton, ""Singleton"")",25,26,0.43088023088023086,0.0,11,18,0.49273504273504276,0.0
William Henry Singleton,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(William Henry Singleton, ""William"")",29,30,0.5040466779597215,0.0,11,18,0.49273504273504276,0.0
William Henry Singleton,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasDescription,"hasDescription(William Henry Singleton, ""Enslaved. Free during the American Civil War. A sergeant in the United States Colored Troops, and later a minister in the African Methodist Episcopal Zion Church. An author of an autobiography, 'Recollections of My Slavery Days'."")",21,22,0.5772430184194891,0.0,4,5,0.5505718954248366,0.0
William Henry Singleton,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(William Henry Singleton, ""North Carolina"")",29,41,0.4998196248196248,0.0,14,18,0.5868055555555555,0.0
William Henry Singleton,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. has_Race,"has_Race(William Henry Singleton, ""African-American"")",36,38,0.49242424242424243,0.0,14,18,0.41404612159329135,0.0
William Henry Singleton,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasAgeValue,"double): hasAgeValue(William Henry Singleton, 95)",24,25,0.46645021645021645,0.0,15,20,0.409297052154195,0.0
William Henry Singleton,instance of,Person,2. hasBirthDate,"hasBirthDate(William Henry Singleton, ""August 10, 1843"")",31,32,0.3767676767676768,0.0,13,18,0.49603174603174605,0.0
William Henry Singleton,instance of,Person,3. hasDeathDate,"hasDeathDate(William Henry Singleton, ""September 7, 1938"")",31,32,0.46262626262626255,0.0,12,20,0.4118773946360153,0.0
William Henry Singleton,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasSex,"hasSex(William Henry Singleton, ""Male"")",20,21,0.42424242424242414,0.0,18,24,0.4230769230769231,0.0
William Henry Singleton,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(William Henry Singleton, ""gaining freedom, ordination as a minister"")",27,28,0.4809634809634809,0.0,8,11,0.49569892473118277,0.0
William Henry Singleton,instance of,Person,2. hasValue,"hasValue(William Henry Singleton, ""Free Person, Sergeant, Minister"")",27,29,0.404040404040404,0.0,16,100,0.5022875816993464,0.25969799324016246
William Henry Singleton,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasValue,"hasValue(William Henry Singleton, ""Sergeant, Minister, Author"")",27,29,0.404040404040404,0.0,12,16,0.5042328042328043,0.0
William Henry Singleton,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(William Henry Singleton, ""Spouse"")",23,33,0.5340909090909091,0.0,14,18,0.5038194444444445,0.0
William Henry Singleton,instance of,Person,2. isRelationshipTo,"isRelationshipTo(William Henry Singleton, ""Maria Wanton, Charlotte Hinman"")",33,34,0.5494417862838915,0.0,10,13,0.5,0.0
William Henry Singleton,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Maria Wanton, ""William Henry Singleton""), isRelationshipFrom(Charlotte Hinman, ""William Henry Singleton"")",31,32,0.536075036075036,0.0,8,13,0.49121863799283155,0.0
William Henry Singleton,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
William Henry Singleton,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(William Henry Singleton, ""Deacon, Elder, Self-Educated Individual, Politically Active Citizen, Author"")",28,29,0.5574242424242425,0.0,8,10,0.5714285714285715,0.0
William Henry Singleton,instance of,Person,2. roleProvidedBy,"roleProvidedBy(William Henry Singleton, ""Service in AME Zion Church, Writing of 'Recollections of My Slavery Days'"")",14,15,0.3719548425430778,0.0,8,11,0.49214559386973183,0.0
William Henry Singleton,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasNameVariant,"hasNameVariant(William Henry Singleton, ""William Henry Singleton"")",35,36,0.6339869281045751,0.0,9,19,0.4873737373737373,0.0
William Henry Singleton,hasSex,Male,2. hasPreferredNameVariant,"hasPreferredNameVariant(William Henry Singleton, ""William Henry Singleton"")",25,26,0.6068376068376068,0.0,8,16,0.4855555555555555,0.0
William Henry Singleton,hasSex,Male,3. fullNameAsString,"string): fullNameAsString(William Henry Singleton, ""William Henry Singleton"")",24,25,0.4795321637426901,0.0,7,16,0.4852092352092352,0.0
William Henry Singleton,hasSex,Male,4. hasSurnameAsString,"string): hasSurnameAsString(William Henry Singleton, ""Singleton"")",37,38,0.6904761904761904,0.0,9,15,0.48760683760683765,0.0
William Henry Singleton,hasSex,Male,5. hasFirstnameAsString,"string): hasFirstnameAsString(William Henry Singleton, ""William"")",28,36,0.6135265700483091,0.0,9,15,0.48760683760683765,0.0
William Henry Singleton,hasSex,Male,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasDescription,"hasDescription(William Henry Singleton, ""Enslaved. Free during the American Civil War. A sergeant in the United States Colored Troops, and later a minister in the African Methodist Episcopal Zion Church. An author of an autobiography, 'Recollections of My Slavery Days'."")",35,36,0.6339869281045751,0.0,3,3,0.47589869281045755,0.0
William Henry Singleton,hasSex,Male,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(William Henry Singleton, ""North Carolina"")",13,14,0.3055555555555555,0.0,9,9,0.48784722222222215,0.0
William Henry Singleton,hasSex,Male,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. has_Race,"has_Race(William Henry Singleton, ""African-American"")",47,50,0.5909090909090909,0.0,11,15,0.49109014675052415,0.0
William Henry Singleton,hasSex,Male,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasAgeValue,"double): hasAgeValue(William Henry Singleton, 95)",40,42,0.6507936507936508,0.0,11,12,0.4926303854875283,0.0
William Henry Singleton,hasSex,Male,2. hasBirthDate,"hasBirthDate(William Henry Singleton, ""August 10, 1843"")",38,40,0.5666666666666667,0.0,10,11,0.4900793650793651,0.0
William Henry Singleton,hasSex,Male,3. hasDeathDate,"hasDeathDate(William Henry Singleton, ""September 7, 1938"")",38,40,0.6444444444444445,0.0,10,11,0.48946360153256707,0.0
William Henry Singleton,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasSex,"hasSex(William Henry Singleton, ""Male"")",80,100,0.8888888888888888,1.0,19,100,0.49786324786324787,0.33517574332792605
William Henry Singleton,hasSex,Male,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(William Henry Singleton, ""gaining freedom, ordination as a minister"")",31,32,0.6752136752136751,0.0,6,9,0.48297491039426516,0.0
William Henry Singleton,hasSex,Male,2. hasValue,"hasValue(William Henry Singleton, ""Free Person, Sergeant, Minister"")",47,50,0.5909090909090909,0.0,8,12,0.5980392156862745,0.0
William Henry Singleton,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasValue,"hasValue(William Henry Singleton, ""Sergeant, Minister, Author"")",47,50,0.5909090909090909,0.0,9,13,0.5992063492063492,0.0
William Henry Singleton,hasSex,Male,InterAgent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(William Henry Singleton, ""Spouse"")",21,27,0.5972222222222222,0.0,9,9,0.48784722222222215,0.0
William Henry Singleton,hasSex,Male,2. isRelationshipTo,"isRelationshipTo(William Henry Singleton, ""Maria Wanton, Charlotte Hinman"")",16,17,0.44152046783625726,0.0,10,11,0.4855555555555555,0.0
William Henry Singleton,hasSex,Male,3. isRelationshipFrom,"isRelationshipFrom(Maria Wanton, ""William Henry Singleton""), isRelationshipFrom(Charlotte Hinman, ""William Henry Singleton"")",15,15,0.43650793650793646,0.0,6,11,0.510752688172043,0.0
William Henry Singleton,hasSex,Male,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
William Henry Singleton,hasSex,Male,1. hasParticipantRoleType,"hasParticipantRoleType(William Henry Singleton, ""Deacon, Elder, Self-Educated Individual, Politically Active Citizen, Author"")",26,27,0.54,0.0,5,5,0.5912698412698413,0.0
William Henry Singleton,hasSex,Male,2. roleProvidedBy,"roleProvidedBy(William Henry Singleton, ""Service in AME Zion Church, Writing of 'Recollections of My Slavery Days'"")",9,9,0.40849673202614384,0.0,5,7,0.5114942528735632,0.0
William Henry Singleton,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
William Henry Singleton,hasParticipantRole,Child,1. hasNameVariant,"hasNameVariant(William Henry Singleton, ""William Henry Singleton"")",51,53,0.6145969498910675,0.0,8,14,0.5484848484848485,0.0
