TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Jane Minor,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasNameVariant,"hasNameVariant(Jane Minor, ""Jane Minor"")",21,22,0.4496434937611408,0.0,17,19,0.5194444444444445,0.0
Jane Minor,instance of,Person,2. hasNameVariant,"hasNameVariant(Jane Minor, ""Gensey Snow"")",21,22,0.4496434937611408,0.0,17,19,0.5184281842818428,0.0
Jane Minor,instance of,Person,3. hasPreferredNameVariant,"hasPreferredNameVariant(Jane Minor, ""Gensey Snow"")",16,17,0.4822843822843823,0.0,18,19,0.5777777777777778,0.0
Jane Minor,instance of,Person,4. fullNameAsString,"string): fullNameAsString(Jane Minor, ""Jane Minor"")",20,28,0.35805422647527907,0.0,14,20,0.49836601307189543,0.0
Jane Minor,instance of,Person,5. hasSurnameAsString,"string): hasSurnameAsString(Jane Minor, ""Minor"")",25,26,0.43088023088023086,0.0,15,19,0.5,0.0
Jane Minor,instance of,Person,6. hasFirstnameAsString,"string): hasFirstnameAsString(Jane Minor, ""Jane"")",29,30,0.5040466779597215,0.0,15,18,0.4994331065759637,0.0
Jane Minor,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasDescription,"hasDescription(Jane Minor, ""Enslaved. Free after emancipation in 1825. Known for her healing work during a fever epidemic, she used her earnings as a medical practitioner to free at least sixteen slaves."")",21,22,0.5772430184194891,0.0,5,6,0.5525745257452574,0.0
Jane Minor,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Jane Minor, ""Dinwiddie County, Virginia"")",29,41,0.4998196248196248,0.0,14,16,0.5873015873015873,0.0
Jane Minor,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. has_Race,"has_Race(Jane Minor, ""African-American"")",36,38,0.49242424242424243,0.0,13,19,0.5194444444444445,0.0
Jane Minor,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasBirthDate,"hasBirthDate(Jane Minor, ""around 1792"")",31,32,0.3767676767676768,0.0,18,15,0.5205128205128206,0.0
Jane Minor,instance of,Person,2. hasDeathDate,"hasDeathDate(Jane Minor, ""1858"")",31,32,0.46262626262626255,0.0,11,12,0.42013888888888884,0.0
Jane Minor,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasSex,"hasSex(Jane Minor, ""Female"")",20,21,0.42424242424242414,0.0,12,20,0.4365079365079365,0.0
Jane Minor,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Jane Minor, ""emancipation, healing work during a fever epidemic"")",27,28,0.4809634809634809,0.0,8,11,0.4965043695380775,0.0
Jane Minor,instance of,Person,2. hasValue,"hasValue(Jane Minor, ""Free Person, Healer, Slave Emancipator"")",27,29,0.404040404040404,0.0,18,100,0.5878136200716845,0.25969799324016246
Jane Minor,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasValue,"hasValue(Jane Minor, ""Healer, Slave Emancipator"")",27,29,0.404040404040404,0.0,11,16,0.5117913832199547,0.0
Jane Minor,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Jane Minor,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Jane Minor, ""Enslaver or Owner"")",23,33,0.5340909090909091,0.0,15,16,0.5046594982078854,0.0
Jane Minor,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Jane Minor, ""Benjamin Harris May"")",33,34,0.5494417862838915,0.0,14,19,0.5104575163398692,0.0
