TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Samuel Ringgold Ward,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasNameVariant,"hasNameVariant(Samuel Ringgold Ward, ""Samuel Ringgold Ward"")",21,22,0.4496434937611408,0.0,12,15,0.5055555555555555,0.0
Samuel Ringgold Ward,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Samuel Ringgold Ward, ""Samuel Ward"")",16,17,0.4822843822843823,0.0,12,16,0.5722222222222223,0.0
Samuel Ringgold Ward,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Samuel Ringgold Ward, ""Samuel Ringgold Ward"")",20,28,0.35805422647527907,0.0,10,16,0.5012519561815337,0.0
Samuel Ringgold Ward,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Samuel Ringgold Ward, ""Ward"")",25,26,0.43088023088023086,0.0,10,15,0.49561403508771934,0.0
Samuel Ringgold Ward,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Samuel Ringgold Ward, ""Samuel"")",29,30,0.5040466779597215,0.0,9,15,0.49408014571948994,0.0
Samuel Ringgold Ward,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasDescription,"hasDescription(Samuel Ringgold Ward, ""Born into slavery, escaped to New Jersey and then New York. Became an abolitionist, newspaper editor, labor leader, and Congregational church minister."")",21,22,0.5772430184194891,0.0,5,7,0.5531704479348458,0.0
Samuel Ringgold Ward,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Samuel Ringgold Ward, ""Place of Slavery"")",29,41,0.4998196248196248,0.0,14,18,0.5873015873015873,0.0
Samuel Ringgold Ward,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. has_Race,"has_Race(Samuel Ringgold Ward, ""African-American"")",36,38,0.49242424242424243,0.0,11,15,0.4155555555555555,0.0
Samuel Ringgold Ward,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasBirthDate,"hasBirthDate(Samuel Ringgold Ward, ""October 17, 1817"")",31,32,0.3767676767676768,0.0,10,11,0.508641975308642,0.0
Samuel Ringgold Ward,instance of,Person,2. hasDeathDate,"hasDeathDate(Samuel Ringgold Ward, ""1866"")",31,32,0.46262626262626255,0.0,8,14,0.41269841269841273,0.0
Samuel Ringgold Ward,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasSex,"hasSex(Samuel Ringgold Ward, ""Male"")",20,21,0.42424242424242414,0.0,10,16,0.4259259259259259,0.0
Samuel Ringgold Ward,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Samuel Ringgold Ward, ""enslavement, escape, freedom, abolitionism, newspaper editing, labor leadership, ministry"")",27,28,0.4809634809634809,0.0,7,9,0.4898550724637681,0.0
Samuel Ringgold Ward,instance of,Person,2. hasValue,"hasValue(Samuel Ringgold Ward, ""Enslaved Person, Free Person, Abolitionist, Newspaper Editor, Labor Leader, Minister"")",27,29,0.404040404040404,0.0,10,100,0.5725047080979285,0.3799783615910079
Samuel Ringgold Ward,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasValue,"hasValue(Samuel Ringgold Ward, ""Abolitionist, Newspaper Editor, Labor Leader, Minister"")",27,29,0.404040404040404,0.0,11,11,0.4967171717171717,0.0
Samuel Ringgold Ward,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Samuel Ringgold Ward,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Samuel Ringgold Ward, ""Colleague"")",23,33,0.5340909090909091,0.0,11,12,0.5038194444444445,0.0
Samuel Ringgold Ward,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Samuel Ringgold Ward, ""Frederick Douglass"")",33,34,0.5494417862838915,0.0,12,16,0.49444444444444446,0.0
Samuel Ringgold Ward,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Frederick Douglass, ""Samuel Ringgold Ward"")",31,32,0.536075036075036,0.0,12,16,0.5046594982078854,0.0
Samuel Ringgold Ward,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
