TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Henry Walton Bibb,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Name,"has_Name(Henry Walton Bibb, ""Henry Walton Bibb"")",27,29,0.404040404040404,0.0,15,25,0.5125000000000001,0.0
Henry Walton Bibb,instance of,Person,2. has_Surname,"has_Surname(Henry Walton Bibb, ""Bibb"")",24,25,0.47056277056277057,0.0,18,23,0.5216374269005848,0.0
Henry Walton Bibb,instance of,Person,3. has_First_Name,"has_First_Name(Henry Walton Bibb, ""Henry"").",36,37,0.3719548425430778,0.0,16,21,0.5032299741602068,0.0
Henry Walton Bibb,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Parent""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Spouse""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Child""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Abolitionist""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Enslaver or Owner"")",24,29,0.520933014354067,0.0,3,11,0.5613695090439276,0.0
Henry Walton Bibb,instance of,Person,2. is_Relationship_To,"is_Relationship_To(Henry Walton Bibb, ""Mildred Jackson""), is_Relationship_To(Henry Walton Bibb, ""Senator James Bibb""), is_Relationship_To(Henry Walton Bibb, ""Malinda""), is_Relationship_To(Henry Walton Bibb, ""Mary E. Miles""), is_Relationship_To(Henry Walton Bibb, ""Mary Frances""), is_Relationship_To(Henry Walton Bibb, ""Frederick Douglass""), is_Relationship_To(Henry Walton Bibb, ""William Wells Brown""), is_Relationship_To(Henry Walton Bibb, ""Albert G. Sibley"").",31,32,0.536075036075036,0.0,2,8,0.48139310677271635,0.0
Henry Walton Bibb,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Participant_Role,"has_Participant_Role(Henry Walton Bibb, ""Participant in the Underground Railroad"").",29,30,0.4239789196310935,0.0,11,12,0.5796519410977242,0.0
Henry Walton Bibb,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Sex,"has_Sex(Henry Walton Bibb, ""Male"").",19,20,0.41313131313131307,0.0,20,22,0.5253968253968254,0.0
Henry Walton Bibb,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Occupation,"has_Occupation(Henry Walton Bibb, ""Slave, Author, Abolitionist, Founder of the abolitionist newspaper 'Voice of the Fugitive'"").",21,22,0.5162210338680927,0.0,7,12,0.4907986111111111,0.0
Henry Walton Bibb,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Age,"has_Age(Henry Walton Bibb, 39)",19,30,0.41313131313131307,0.0,22,24,0.5333333333333333,0.0
Henry Walton Bibb,instance of,Person,2. has_BirthDate,"has_BirthDate(Henry Walton Bibb, ""May 10, 1815"")",30,31,0.37121212121212127,0.0,15,16,0.5125000000000001,0.0
Henry Walton Bibb,instance of,Person,3. has_DeathDate,"has_DeathDate(Henry Walton Bibb, ""August 1, 1854"").",30,31,0.45568181818181824,0.0,14,16,0.5104575163398692,0.0
Henry Walton Bibb,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Henry Walton Bibb,instance of,Person,1. has_Person_Status,"has_Person_Status(Henry Walton Bibb, ""Enslaved Person, Abolitionist"")",19,27,0.5040404040404041,0.0,16,100,0.5845410628019323,0.2789425453258252
Henry Walton Bibb,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold away from family, hired out for wages, recaptured and enslaved again, sold to Cherokees""), has_Status_Generating_Event(Abolitionist, ""Escape from slavery around 1837"").",24,25,0.4707070707070707,0.0,5,100,0.5646879756468798,0.12479481351004779
Henry Walton Bibb,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Name,"has_Name(Henry Walton Bibb, ""Henry Walton Bibb"")",47,50,0.5909090909090909,0.0,12,20,0.4930555555555555,0.0
Henry Walton Bibb,hasSex,Male,2. has_Surname,"has_Surname(Henry Walton Bibb, ""Bibb"")",50,53,0.6507936507936508,0.0,10,18,0.4985380116959064,0.0
Henry Walton Bibb,hasSex,Male,3. has_First_Name,"has_First_Name(Henry Walton Bibb, ""Henry"").",35,45,0.5588235294117647,0.0,13,17,0.5155038759689923,0.0
Henry Walton Bibb,hasSex,Male,Interagent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Parent""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Spouse""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Child""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Abolitionist""), has_Interagent_Relationship_Type_To(Henry Walton Bibb, ""Enslaver or Owner"")",18,23,0.5906432748538012,0.0,2,6,0.4751291989664083,0.0
Henry Walton Bibb,hasSex,Male,2. is_Relationship_To,"is_Relationship_To(Henry Walton Bibb, ""Mildred Jackson""), is_Relationship_To(Henry Walton Bibb, ""Senator James Bibb""), is_Relationship_To(Henry Walton Bibb, ""Malinda""), is_Relationship_To(Henry Walton Bibb, ""Mary E. Miles""), is_Relationship_To(Henry Walton Bibb, ""Mary Frances""), is_Relationship_To(Henry Walton Bibb, ""Frederick Douglass""), is_Relationship_To(Henry Walton Bibb, ""William Wells Brown""), is_Relationship_To(Henry Walton Bibb, ""Albert G. Sibley"").",15,15,0.43650793650793646,0.0,2,5,0.5028922631959508,0.0
Henry Walton Bibb,hasSex,Male,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Participant_Role,"has_Participant_Role(Henry Walton Bibb, ""Participant in the Underground Railroad"").",28,29,0.5434782608695653,0.0,7,7,0.5953815261044176,0.0
Henry Walton Bibb,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Sex,"has_Sex(Henry Walton Bibb, ""Male"").",75,80,0.8666666666666667,0.0,21,100,0.5007936507936508,0.33517574332792605
Henry Walton Bibb,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Occupation,"has_Occupation(Henry Walton Bibb, ""Slave, Author, Abolitionist, Founder of the abolitionist newspaper 'Voice of the Fugitive'"").",26,27,0.5588235294117647,0.0,5,6,0.48003472222222215,0.0
Henry Walton Bibb,hasSex,Male,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Age,"has_Age(Henry Walton Bibb, 39)",50,53,0.6,0.0,12,12,0.5055555555555555,0.0
Henry Walton Bibb,hasSex,Male,2. has_BirthDate,"has_BirthDate(Henry Walton Bibb, ""May 10, 1815"")",36,38,0.5625,0.0,8,13,0.4930555555555555,0.0
Henry Walton Bibb,hasSex,Male,3. has_DeathDate,"has_DeathDate(Henry Walton Bibb, ""August 1, 1854"").",36,38,0.6388888888888888,0.0,7,8,0.49183006535947715,0.0
Henry Walton Bibb,hasSex,Male,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Henry Walton Bibb,hasSex,Male,1. has_Person_Status,"has_Person_Status(Henry Walton Bibb, ""Enslaved Person, Abolitionist"")",31,32,0.6222222222222222,0.0,8,9,0.4867149758454106,0.0
Henry Walton Bibb,hasSex,Male,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold away from family, hired out for wages, recaptured and enslaved again, sold to Cherokees""), has_Status_Generating_Event(Abolitionist, ""Escape from slavery around 1837"").",28,29,0.6666666666666666,0.0,3,5,0.4767884322678843,0.0
Henry Walton Bibb,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
