TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Louisa Picquet,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Name,"has_Name(Louisa Picquet, ""Louisa Picquet"")",27,29,0.404040404040404,0.0,12,14,0.503968253968254,0.0
Louisa Picquet,instance of,Person,2. has_Surname,"has_Surname(Louisa Picquet, ""Picquet"")",24,25,0.47056277056277057,0.0,9,12,0.5216374269005848,0.0
Louisa Picquet,instance of,Person,3. has_First_Name,"has_First_Name(Louisa Picquet, ""Louisa"").",36,37,0.3719548425430778,0.0,13,17,0.5047425474254742,0.0
Louisa Picquet,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Sex,"has_Sex(Louisa Picquet, ""Female"").",19,20,0.41313131313131307,0.0,10,17,0.511437908496732,0.0
Louisa Picquet,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Occupation,"has_Occupation(Louisa Picquet, ""Slave, Author of a slave narrative"").",21,22,0.5162210338680927,0.0,13,13,0.5019323671497585,0.0
Louisa Picquet,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Age,"has_Age(Louisa Picquet, 67)",19,30,0.41313131313131307,0.0,12,13,0.4259259259259259,0.0
Louisa Picquet,instance of,Person,2. has_BirthDate,"has_BirthDate(Louisa Picquet, ""Around 1829"")",30,31,0.37121212121212127,0.0,20,13,0.5156565656565656,0.0
Louisa Picquet,instance of,Person,3. has_DeathDate,"has_DeathDate(Louisa Picquet, ""August 1896"").",30,31,0.45568181818181824,0.0,12,9,0.5018518518518519,0.0
Louisa Picquet,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Race_or_Color,"has_Race_or_Color(Louisa Picquet, ""African American"").",32,33,0.5040404040404041,0.0,13,15,0.508641975308642,0.0
Louisa Picquet,instance of,Person,Ethnolinguistic Descriptor Record Module,,31,31,0.569949494949495,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Louisa Picquet,instance of,Person,1. has_Person_Status,"has_Person_Status(Louisa Picquet, ""Enslaved Person, Free Person"")",19,27,0.5040404040404041,0.0,17,100,0.5863247863247864,0.5368927118515179
Louisa Picquet,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold multiple times""), has_Status_Generating_Event(Free Person, ""Emancipation"").",24,25,0.4707070707070707,0.0,9,100,0.5714285714285715,0.41036264495218466
Louisa Picquet,hasSex,Female,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Name,"has_Name(Louisa Picquet, ""Louisa Picquet"")",47,50,0.5909090909090909,0.0,12,21,0.503968253968254,0.0
Louisa Picquet,hasSex,Female,2. has_Surname,"has_Surname(Louisa Picquet, ""Picquet"")",50,53,0.6507936507936508,0.0,14,19,0.4152046783625731,0.0
Louisa Picquet,hasSex,Female,3. has_First_Name,"has_First_Name(Louisa Picquet, ""Louisa"").",35,45,0.5588235294117647,0.0,17,23,0.5047425474254742,0.0
Louisa Picquet,hasSex,Female,Interagent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Sex,"has_Sex(Louisa Picquet, ""Female"").",75,80,0.8666666666666667,0.0,30,100,0.41830065359477125,0.3799783615910079
Louisa Picquet,hasSex,Female,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Occupation,"has_Occupation(Louisa Picquet, ""Slave, Author of a slave narrative"").",26,27,0.5588235294117647,0.0,11,13,0.4915458937198068,0.0
Louisa Picquet,hasSex,Female,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Age,"has_Age(Louisa Picquet, 67)",50,53,0.6,0.0,18,19,0.30246913580246915,0.0
Louisa Picquet,hasSex,Female,2. has_BirthDate,"has_BirthDate(Louisa Picquet, ""Around 1829"")",36,38,0.5625,0.0,12,13,0.4116161616161616,0.0
Louisa Picquet,hasSex,Female,3. has_DeathDate,"has_DeathDate(Louisa Picquet, ""August 1896"").",36,38,0.6388888888888888,0.0,12,17,0.41111111111111115,0.0
Louisa Picquet,hasSex,Female,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Race_or_Color,"has_Race_or_Color(Louisa Picquet, ""African American"").",31,32,0.6222222222222222,0.0,10,18,0.49691358024691357,0.0
Louisa Picquet,hasSex,Female,Ethnolinguistic Descriptor Record Module,,13,13,0.525,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Louisa Picquet,hasSex,Female,1. has_Person_Status,"has_Person_Status(Louisa Picquet, ""Enslaved Person, Free Person"")",31,32,0.6222222222222222,0.0,11,17,0.40427350427350434,0.0
Louisa Picquet,hasSex,Female,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold multiple times""), has_Status_Generating_Event(Free Person, ""Emancipation"").",28,29,0.6666666666666666,0.0,6,11,0.49100529100529106,0.0
Louisa Picquet,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Name,"has_Name(Louisa Picquet, ""Louisa Picquet"")",34,36,0.5774410774410774,0.0,9,14,0.48253968253968255,0.0
Louisa Picquet,hasParticipantRole,Child,2. has_Surname,"has_Surname(Louisa Picquet, ""Picquet"")",38,39,0.582010582010582,0.0,9,13,0.4842105263157895,0.0
Louisa Picquet,hasParticipantRole,Child,3. has_First_Name,"has_First_Name(Louisa Picquet, ""Louisa"").",40,41,0.596677559912854,0.0,9,18,0.48292682926829267,0.0
Louisa Picquet,hasParticipantRole,Child,Interagent Relationship Record Module,,36,25,0.5758615758615758,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,Sex Record Module,,23,23,0.4572984749455338,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Sex,"has_Sex(Louisa Picquet, ""Female"").",29,30,0.48888888888888893,0.0,15,12,0.4862745098039216,0.0
Louisa Picquet,hasParticipantRole,Child,Occupation Record Module,,38,33,0.5686026936026937,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Occupation,"has_Occupation(Louisa Picquet, ""Slave, Author of a slave narrative"").",46,47,0.6145969498910675,0.0,8,10,0.5478260869565217,0.0
Louisa Picquet,hasParticipantRole,Child,Age Record Module,,23,23,0.4572984749455338,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Age,"has_Age(Louisa Picquet, 67)",29,37,0.5407407407407407,0.0,12,13,0.49135802469135803,0.0
Louisa Picquet,hasParticipantRole,Child,2. has_BirthDate,"has_BirthDate(Louisa Picquet, ""Around 1829"")",47,48,0.6504629629629629,0.0,12,13,0.48181818181818187,0.0
Louisa Picquet,hasParticipantRole,Child,3. has_DeathDate,"has_DeathDate(Louisa Picquet, ""August 1896"").",47,48,0.6481481481481481,0.0,8,9,0.48148148148148145,0.0
Louisa Picquet,hasParticipantRole,Child,Race Record Module,,33,22,0.5,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Race_or_Color,"has_Race_or_Color(Louisa Picquet, ""African American"").",37,43,0.6185185185185186,0.0,7,11,0.45802469135802476,0.0
Louisa Picquet,hasParticipantRole,Child,Ethnolinguistic Descriptor Record Module,,41,34,0.5664021164021164,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,Person Status Record Module,,40,22,0.5648148148148149,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Child,1. has_Person_Status,"has_Person_Status(Louisa Picquet, ""Enslaved Person, Free Person"")",42,43,0.6597643097643098,0.0,11,7,0.47692307692307695,0.0
Louisa Picquet,hasParticipantRole,Child,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold multiple times""), has_Status_Generating_Event(Free Person, ""Emancipation"").",38,38,0.5683501683501684,0.0,6,12,0.6105820105820107,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,1. has_Name,"has_Name(Louisa Picquet, ""Louisa Picquet"")",34,36,0.5774410774410774,0.0,25,32,0.5306878306878308,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,2. has_Surname,"has_Surname(Louisa Picquet, ""Picquet"")",38,39,0.582010582010582,0.0,23,29,0.4766081871345029,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,3. has_First_Name,"has_First_Name(Louisa Picquet, ""Louisa"").",40,41,0.596677559912854,0.0,25,27,0.45835591689250227,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,Interagent Relationship Record Module,,36,25,0.5758615758615758,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,Sex Record Module,,23,23,0.4572984749455338,0.0,0,0,0.0,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,1. has_Sex,"has_Sex(Louisa Picquet, ""Female"").",29,30,0.48888888888888893,0.0,24,36,0.5202614379084967,0.0
Louisa Picquet,hasParticipantRole,Deceased Person,Occupation Record Module,,38,33,0.5686026936026937,0.0,0,0,0.0,0.0
