TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
James Albert Ukawsaw Gronniosaw,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,1. has_Name,"has_Name(James Somerset, ""James Somerset"")",27,29,0.404040404040404,0.0,17,21,0.42063492063492064,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,2. has_Surname,"has_Surname(James Somerset, ""Somerset"")",24,25,0.47056277056277057,0.0,18,19,0.5205128205128206,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,3. has_First_Name,"has_First_Name(James Somerset, ""James"").",36,37,0.3719548425430778,0.0,13,17,0.5055555555555555,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(James Somerset, ""Enslaver or Owner"")",24,29,0.520933014354067,0.0,13,14,0.5009259259259259,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,2. is_Relationship_To,"is_Relationship_To(James Somerset, ""Charles Stewart"").",31,32,0.536075036075036,0.0,10,15,0.49691358024691357,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,1. has_Participant_Role,"has_Participant_Role(James Somerset, ""Pivotal Participant in Court Case"").",29,30,0.4239789196310935,0.0,15,13,0.5825825825825826,0.0
James Albert Ukawsaw Gronniosaw,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
