TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Pierre Toussaint,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Pierre Toussaint,instance of,Person,1. has_Name,"has_Name(Pierre Toussaint, ""Pierre Toussaint"")",27,29,0.404040404040404,0.0,23,32,0.6545893719806762,0.0
Pierre Toussaint,instance of,Person,2. has_Surname,"has_Surname(Pierre Toussaint, ""Toussaint"")",24,25,0.47056277056277057,0.0,25,29,0.5476190476190476,0.0
Pierre Toussaint,instance of,Person,3. has_First_Name,"has_First_Name(Pierre Toussaint, ""Pierre"").",36,37,0.3719548425430778,0.0,20,27,0.5165374677002584,0.0
Pierre Toussaint,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Pierre Toussaint,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Pierre Toussaint, ""Enslaver or Owner"")",24,29,0.520933014354067,0.0,15,13,0.5825825825825826,0.0
Pierre Toussaint,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Pierre Toussaint,instance of,Person,1. has_Sex,"has_Sex(Pierre Toussaint, ""Male"").",19,20,0.41313131313131307,0.0,25,29,0.5934640522875817,0.0
Pierre Toussaint,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Pierre Toussaint,instance of,Person,1. has_Occupation,"has_Occupation(Pierre Toussaint, ""Hairdresser, Philanthropist"").",21,22,0.5162210338680927,0.0,14,16,0.53125,0.0
Pierre Toussaint,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Pierre Toussaint,instance of,Person,1. has_Age,"has_Age(Pierre Toussaint, 87)",19,30,0.41313131313131307,0.0,29,30,0.6019157088122605,0.0
Pierre Toussaint,instance of,Person,2. has_BirthDate,"has_BirthDate(Pierre Toussaint, ""June 27, 1766"")",30,31,0.37121212121212127,0.0,19,20,0.5972222222222222,0.0
Pierre Toussaint,instance of,Person,3. has_DeathDate,"has_DeathDate(Pierre Toussaint, ""June 30, 1853"").",30,31,0.45568181818181824,0.0,18,20,0.6519274376417233,0.0
Pierre Toussaint,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
