London Ferrill	instance of	Person
London Ferrill	hasSex	Male
London Ferrill	hasParticipantRole	Child
London Ferrill	hasParticipantRole	Deceased Person
London Ferrill	hasDescriptiveOccupation	Slave
London Ferrill	hasDescriptiveOccupation	Church Founder
London Ferrill	hasDescriptiveOccupation	Baptist Clergy
London Ferrill	hasFirstName	London
London Ferrill	hasSurname	Ferrill
London Ferrill	hasName	London Ferrill
London Ferrill	hasDescription	Enslaved. Free before 13th Amendment. Bought the facility for First African Baptist Church (in Lexington, KY) and was preacher for the largest congregation in Kentucky; also remained in the city throughout a June 1833 cholera outbreak in order to bury the dead.
