Samuel Codes Watson	instance of	Person
Samuel Codes Watson	hasSex	Male
Samuel Codes Watson	hasParticipantRole	Child
Samuel Codes Watson	hasParticipantRole	Deceased Person
Samuel Codes Watson	hasDescriptiveOccupation	Political Figure
Samuel Codes Watson	hasDescriptiveOccupation	Pharmacist
Samuel Codes Watson	hasDescriptiveOccupation	Political Activist
Samuel Codes Watson	hasDescriptiveOccupation	Homeopathic Physician
Samuel Codes Watson	hasFirstName	Samuel Codes
Samuel Codes Watson	hasSurname	Watson
Samuel Codes Watson	hasName	Samuel Codes Watson
Samuel Codes Watson	hasDescription	Free before 13th Amendment.
