Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_name,name,32,0.537878787878788,20,0.47222222222222215,0.0,0.0
instance of,person,has_name,abner,32,0.537878787878788,36,0.5777777777777778,0.0,0.0
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0
instance of,person,has_first_name,abner,40,0.5692640692640693,36,0.5777777777777778,0.0,0.0
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0
instance of,person,has_interagent_relationship_type_to,relationship_type,30,0.5269480519480519,26,0.5758169934640524,0.0,0.0
instance of,person,has_interagent_relationship_type_to,cousin,30,0.5269480519480519,33,0.5555555555555555,0.0,0.0
instance of,person,has_interagent_relationship_type_to,commander-in-chief,30,0.5269480519480519,25,0.46296296296296297,0.0,0.0
instance of,person,has_interagent_relationship_type_to,opponent,30,0.5269480519480519,43,0.625,0.0,0.0
instance of,person,has_interagent_relationship_type_to,supporter,30,0.5269480519480519,40,0.5370370370370371,0.0,0.0
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0
instance of,person,is_relationship_to,king saul,34,0.5798460798460798,13,0.35185185185185186,0.0,0.0
instance of,person,is_relationship_to,david,34,0.5798460798460798,0,0.0,0.0,0.0
instance of,person,is_relationship_to,ish-bosheth,34,0.5798460798460798,24,0.5050505050505051,0.0,0.0
instance of,person,role record,module:,27,0.49242424242424243,15,0.0,0.0,0.0
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0
instance of,person,has_participant_role,commander,32,0.5668831168831169,27,0.5185185185185185,0.0,0.0
instance of,person,has_participant_role,introducer,32,0.5668831168831169,25,0.48888888888888893,0.0,0.0
instance of,person,role_provided_by,event,15,0.4356060606060606,36,0.5777777777777778,0.0,0.0
instance of,person,role_provided_by,civil war between david and ish-bosheth,15,0.4356060606060606,13,0.41452991452991456,0.0,0.0
instance of,person,role_provided_by,introduction of david to saul,15,0.4356060606060606,17,0.4233716475095785,0.0,0.0
instance of,person,war between david and,"ish-bosheth""), role_provided_by(introducer, ""introduction of david to saul"").",19,0.43088023088023086,12,0.5815295815295816,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_sex,sex_type,22,0.45598845598845594,29,0.3611111111111111,0.0,0.0
instance of,person,has_sex,male,22,0.45598845598845594,20,0.47222222222222215,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_occupation,occupation,24,0.38311688311688313,38,0.48888888888888893,0.0,0.0
instance of,person,has_occupation,commander-in-chief of king saul's army,24,0.38311688311688313,18,0.4239766081871345,0.0,0.0
instance of,person,of king,"saul's army"").",22,0.48917748917748916,10,0.3253968253968254,0.33609692727625756,0.0
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0
instance of,person,has_person_status,significant figure in the hebrew bible,29,0.449554367201426,9,0.4239766081871345,0.0,0.0
instance of,person,figure in the hebrew,"bible"")",32,0.4348484848484849,15,0.0,0.0,0.0
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0
instance of,person,has_status_generating_event,role in the civil war,26,0.4799102132435466,22,0.5357142857142857,0.0,0.0
instance of,person,has_status_generating_event,relationship with david and king saul,26,0.4799102132435466,14,0.6096096096096096,0.0,0.0
instance of,person,has_status_generating_event,tomb near the cave of the patriarchs in hebron,26,0.4799102132435466,19,0.4178743961352657,0.0,0.0
instance of,person,figure in the hebrew,"bible, ""role in the civil war""), has_status_generating_event(significant figure in the hebrew bible, ""relationship with david and king saul""), has_status_generating_event(significant figure in the hebrew bible, ""tomb near the cave of the patriarchs in hebron"").",32,0.4348484848484849,4,0.5076628352490421,0.0,0.0
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0
hassex,male,has_name,abner,57,0.8055555555555556,44,0.6333333333333333,0.0,0.0
hassex,male,has_first_name,first_name,50,0.6507936507936508,29,0.0,0.0,0.0
hassex,male,has_first_name,abner,50,0.6507936507936508,44,0.6333333333333333,0.0,0.0
hassex,male,relationship record,module:,24,0.44152046783625726,55,0.7535714285714287,0.0,0.0
