Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_name,name,32,0.537878787878788,20,0.47222222222222215,0.0,0.0
instance of,person,has_name,tuna,32,0.537878787878788,20,0.0,0.0,0.0
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0
instance of,person,has_alternate_name,sea chicken,34,0.5107744107744108,24,0.3383838383838384,0.0,0.0
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,role record,module:,27,0.49242424242424243,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_occupation,occupation,24,0.38311688311688313,38,0.48888888888888893,0.0,0.0
instance of,person,has_occupation,commercially fished for food,24,0.38311688311688313,24,0.4365079365079365,0.0,0.0
instance of,person,has_occupation,popular game fish,24,0.38311688311688313,26,0.4477124183006536,0.0,0.0
instance of,person,fished for,"food""), has_occupation(tuna, ""popular game fish"").",48,0.6595959595959596,11,0.4988888888888889,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,descriptor record,module:,29,0.5398523045581869,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0
instance of,person,applicable information from the,text.,29,0.4951124144672532,18,0.45555555555555555,0.0,0.0
hasname,tula,record,module:,15,0.0,36,0.5952380952380952,0.0,0.0
hasname,tula,has_name,name,93,0.9708333333333333,25,0.0,0.0,0.0
hasname,tula,has_name,tuna,93,0.9708333333333333,75,0.8666666666666667,0.0,0.0
hasname,tula,has_alternate_name,alternate_name,56,0.6746031746031745,22,0.5436507936507936,0.0,0.0
hasname,tula,has_alternate_name,sea chicken,56,0.6746031746031745,13,0.44696969696969696,0.0,0.0
hasname,tula,relationship record,module:,23,0.5106516290726817,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,role record,module:,11,0.41125541125541126,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,record,module:,15,0.0,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,record,module:,15,0.0,36,0.5952380952380952,0.0,0.0
hasname,tula,has_occupation,occupation,38,0.6190476190476191,29,0.5666666666666667,0.0,0.0
hasname,tula,has_occupation,commercially fished for food,38,0.6190476190476191,6,0.35714285714285715,0.0,0.0
hasname,tula,has_occupation,popular game fish,38,0.6190476190476191,29,0.6421568627450981,0.0,0.0
hasname,tula,fished for,"food""), has_occupation(tuna, ""popular game fish"").",24,0.46507936507936504,15,0.49222222222222217,0.0,0.0
hasname,tula,record,module:,15,0.0,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,record,module:,15,0.0,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,descriptor record,module:,17,0.3011204481792717,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hasname,tula,status record,module:,30,0.442002442002442,36,0.5952380952380952,0.0,0.0
hasname,tula,applicable information from the,text.,26,0.49185867895545315,22,0.48333333333333334,0.0,0.0
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0
